PRODUCTID,PRICE_UNITARIO,ANIO,INGRESO_TOTAL,PRODCATEGORYID,SEMANA,DIA_SEMANA_Monday,DIA_SEMANA_Saturday,DIA_SEMANA_Sunday,DIA_SEMANA_Thursday,DIA_SEMANA_Tuesday,DIA_SEMANA_Wednesday,MES_10,MES_11,MES_12,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,SHORT_DESCR_CAT_Cruiser,SHORT_DESCR_CAT_Cyclo-cross Bike,SHORT_DESCR_CAT_Downhill Bike,SHORT_DESCR_CAT_Hybrid Bike,SHORT_DESCR_CAT_Mountain Bike,SHORT_DESCR_CAT_Racing Bike,SHORT_DESCR_CAT_Road Bike,SHORT_DESCR_CAT_eBike,DIA_SIN,DIA_COS,MES_SIN,MES_COS,DIA_ANIO_SIN,DIA_ANIO_COS,REAL_QUANTITY,PREDICTED_QUANTITY,ERROR_ABSOLUTO
BX-1013,-0.7941077785990457,2018,-0.4807155784246174,BX,2018-12-10,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.29936312297335804,-0.9541392564000488,-2.4492935982947064e-16,1.0,-0.2884824328806098,0.9574851883550389,1.5509718841282178,1.4959539,0.055017966624860914
HB-1172,-0.6035711465379529,2018,-0.519740663947788,HB,2018-07-02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.9987165071710528,-0.05064916883871264,-0.4999999999999997,-0.8660254037844388,-0.11165900712169444,-0.9937465804361781,-0.183847177260362,-0.12955987,0.05428730272575508
BX-1016,-0.8648785276503087,2019,-0.6586542006989523,BX,2019-01-07,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387,0.15430882066428117,0.9880226656636976,0.51008044729507,0.45612618,0.05395426402366188
RC-1055,0.0496973062429368,2018,-0.0467093242729941,RC,2018-05-21,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-0.72479278722912,0.6889669190756865,0.49999999999999994,-0.8660254037844387,0.5737722679043246,-0.8190148866680801,-0.183847177260362,-0.23765092,0.05380373871997704
EB-1135,0.5946320739376624,2018,1.293940330921984,EB,2018-03-19,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.9680771188662041,-0.2506525322587213,1.0,6.123233995736766e-17,0.9844738167520922,0.1755314904214282,1.204008071850502,1.2574773,0.05346921162728124
RC-1055,0.0496973062429368,2018,-0.0467093242729941,RC,2018-09-17,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.7907757369376986,-0.6121059825476627,-1.0,-1.8369701987210297e-16,-0.9829265519799822,-0.18399835165767986,-0.183847177260362,-0.23681399,0.052966815001524586
RC-1053,1.465112287268198,2018,2.0659274772712477,RC,2018-04-02,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9987165071710528,-0.05064916883871264,0.8660254037844387,-0.4999999999999998,0.9932568492674143,-0.11593459959550041,0.857044259572786,0.90946615,0.05242188785000457
RC-1053,1.465112287268198,2018,1.3407704335497883,RC,2018-03-19,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.9987165071710528,-0.05064916883871355,1.0,6.123233995736766e-17,0.9873494423939864,0.15855938510313475,0.1631166350173539,0.21473497,0.051618336505931006
RO-1002,-0.6634540880428678,2019,-0.2915030425546999,RO,2019-04-01,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.39435585511331855,0.9189578116202306,0.8660254037844387,-0.4999999999999998,0.9999166586547379,-0.01291029607500882,1.5509718841282178,1.4993637,0.05160822331583992
EB-1135,0.5946320739376624,2018,0.5843933214097932,EB,2018-07-02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.9987165071710528,-0.05064916883871264,-0.4999999999999997,-0.8660254037844388,-0.11165900712169444,-0.9937465804361781,0.1631166350173539,0.112738155,0.050378480188805475
RC-1053,1.465112287268198,2019,2.7910845209927064,RC,2019-04-08,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.29936312297335804,-0.9541392564000488,0.8660254037844387,-0.4999999999999998,0.9760105506323683,-0.21772323039653177,1.5509718841282178,1.5053383,0.04563357293284431
BX-1016,-0.8648785276503087,2019,-0.7592521989364585,BX,2019-06-03,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8486442574947509,0.5289640103269624,1.2246467991473532e-16,-1.0,0.440518784350495,-0.8977433935342337,-0.877774801815794,-0.83236647,0.04540833529357724
RO-1003,-0.6460335959687107,2019,-0.4936451017090618,RO,2018-12-31,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.39435585511331855,0.9189578116202306,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,0.1631166350173539,0.11791809,0.04519854598518075
BX-1013,-0.7941077785990457,2018,-0.5161140903436144,BX,2018-08-27,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.3943558551133187,0.9189578116202306,-0.8660254037844385,-0.5000000000000004,-0.8452490573530634,-0.5343725582809785,1.204008071850502,1.2488052,0.04479709344033056
RC-1057,1.682868438195161,2018,3.106438747442569,RC,2018-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.5712682150947923,0.8207634412072763,-1.0,-1.8369701987210297e-16,-0.888057322629493,-0.4597327394521046,1.5509718841282178,1.5062056,0.04476632535136238
RC-1057,1.682868438195161,2019,2.712324802936853,RC,2019-04-15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.10116832198743272,-0.994869323391895,0.8660254037844387,-0.4999999999999998,0.9721181966290613,-0.23449138957040985,1.204008071850502,1.1601081,0.043899982403480475
RO-1001,-0.7527341099229227,2018,-0.5035787598422324,RO,2018-07-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.7907757369376986,-0.6121059825476627,-0.4999999999999997,-0.8660254037844388,-0.3131070409358267,-0.9497178427914317,0.857044259572786,0.8998887,0.042844434713560475
DB-1082,-0.3580510863678018,2018,0.1507812600412322,DB,2018-03-26,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.20129852008866006,0.9795299412524945,0.8660254037844387,-0.4999999999999998,0.9999907397361901,0.004303538296244289,1.5509718841282178,1.5937349,0.0427629762920092
RC-1054,1.955063626853865,2019,3.067098307692949,RC,2019-04-01,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.39435585511331855,0.9189578116202306,0.8660254037844387,-0.4999999999999998,0.9999166586547379,-0.01291029607500882,1.204008071850502,1.2461662,0.042158157397544915
RO-1001,-0.7527341099229227,2018,-0.5035787598422324,RO,2018-08-06,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.9680771188662043,-0.2506525322587204,-0.8660254037844385,-0.5000000000000004,-0.6152845999633277,-0.7883050558305253,0.857044259572786,0.8991204,0.04207613084240569
BX-1016,-0.8648785276503087,2018,-0.6586542006989523,BX,2018-12-03,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5712682150947923,0.8207634412072763,-2.4492935982947064e-16,1.0,-0.4635502709028512,0.8860706215341378,0.51008044729507,0.46897802,0.041102429726481704
HB-1171,-0.6580101842696937,2019,-0.2836191868934533,HB,2019-02-11,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.48530196253108104,-0.8743466161445821,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,1.5509718841282178,1.5114431,0.039528746005659254
EB-1135,0.5946320739376624,2019,-0.3616693579397943,EB,2019-04-08,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9987165071710528,-0.05064916883871264,0.8660254037844387,-0.4999999999999998,0.9932568492674143,-0.11593459959550041,-1.22473861409351,-1.2633567,0.03861807154491781
BX-1013,-0.7941077785990457,2018,-0.5161140903436144,BX,2018-03-12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.2993631229733582,-0.9541392564000488,1.0,6.123233995736766e-17,0.9657399376548549,0.2595117970697999,1.204008071850502,1.2400197,0.03601160721901708
HB-1171,-0.6580101842696937,2019,-0.2836191868934533,HB,2019-03-04,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.8978045395707416,-0.4403941515576344,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906,1.5509718841282178,1.5165801,0.03439177930033699
CC-1021,-0.415756466363447,2018,-0.293552845026624,CC,2018-11-05,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9377521321470804,0.3473052528448203,-0.5000000000000004,0.8660254037844384,-0.8115390590073611,0.5842981736283683,0.1631166350173539,0.19495085,0.03183421380047141
BX-1016,-0.8648785276503087,2019,-0.6586542006989523,BX,2019-04-22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998,0.9033558023246845,-0.4288919379124835,0.51008044729507,0.4788897,0.03119074354445961
EB-1133,0.1863392909496063,2019,0.7617800737878409,EB,2019-06-03,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.72479278722912,0.6889669190756866,1.2246467991473532e-16,-1.0,0.4559066935084588,-0.8900275764346767,1.204008071850502,1.2347276,0.03071954922798925
EB-1136,1.6834128285724783,2019,3.1072271330086934,EB,2019-06-03,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.9377521321470804,0.3473052528448203,1.2246467991473532e-16,-1.0,0.42500033996955416,-0.9051931898913974,1.5509718841282178,1.5208092,0.030162710544233473
HB-1172,-0.6035711465379529,2019,-0.4567486572144278,HB,2019-03-11,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.10116832198743204,-0.9948693233918952,1.0,6.123233995736766e-17,0.9611297838723007,0.27609697309746883,0.1631166350173539,0.19313742,0.030020787186663733
DB-1081,-0.2224978824157671,2019,-0.0074477230799862,DB,2019-04-01,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.20129852008866006,0.9795299412524945,0.8660254037844387,-0.4999999999999998,0.9999907397361901,0.004303538296244289,0.51008044729507,0.5395343,0.029453823468327256
RC-1054,1.955063626853865,2019,3.500631530504897,RC,2019-02-18,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.4853019625310808,-0.8743466161445822,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,1.5509718841282178,1.5216445,0.02932741105235115
CB-1162,-0.8207829070875987,2019,-0.6770235843896568,CB,2019-04-15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.10116832198743272,-0.994869323391895,0.8660254037844387,-0.4999999999999998,0.9721181966290613,-0.23449138957040985,-0.183847177260362,-0.21308659,0.02923941291049828
HB-1172,-0.6035711465379529,2018,-0.4567486572144278,HB,2018-12-24,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.5712682150947924,0.8207634412072763,-2.4492935982947064e-16,1.0,-0.05161966722325418,0.9986668162884759,0.1631166350173539,0.19214143,0.029024793572466956
CC-1021,-0.415756466363447,2018,-0.293552845026624,CC,2018-10-01,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9884683243281114,0.1514277775045767,-0.8660254037844386,0.5000000000000001,-0.994217906893952,0.10738134666416306,0.1631166350173539,0.19210543,0.02898879236702262
BX-1013,-0.7941077785990457,2019,-0.4807155784246174,BX,2019-04-22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998,0.9033558023246845,-0.4288919379124835,1.5509718841282178,1.5222759,0.02869595944560066
RC-1052,1.138478060877753,2019,0.4264008539584121,RC,2019-04-08,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9987165071710528,-0.05064916883871264,0.8660254037844387,-0.4999999999999998,0.9932568492674143,-0.11593459959550041,-0.530810989538078,-0.5591685,0.028357528051491054
CC-1022,-0.3852706052336722,2019,-0.6454881617446706,CC,2019-05-13,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.48530196253108104,-0.8743466161445821,0.49999999999999994,-0.8660254037844387,0.7526668275320085,-0.6584015846980488,-1.22473861409351,-1.1963905,0.02834810448810221
RC-1055,0.0496973062429368,2018,0.4260854997319622,RC,2018-08-20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.9884683243281114,0.15142777750457667,-0.8660254037844385,-0.5000000000000004,-0.7961828637826154,-0.6050560696488494,0.857044259572786,0.8841974,0.02715315434857024
CC-1023,-0.2976237544855695,2018,-0.4055035954163252,CC,2018-11-12,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.29936312297335804,-0.9541392564000488,-0.5000000000000004,0.8660254037844384,-0.7236440382959124,0.690173388242972,-0.530810989538078,-0.5037025,0.027108468213920323
CB-1161,-0.8213272974649161,2019,-0.5515914408192241,CB,2019-04-29,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.5712682150947923,0.8207634412072763,0.49999999999999994,-0.8660254037844387,0.854322169749827,-0.5197438121555155,1.204008071850502,1.1771392,0.02686890883322901
EB-1131,-0.2219534920384497,2019,-0.2434115230210958,EB,2019-05-27,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,0.5160623910158528,-0.8565509959010036,-0.183847177260362,-0.1572222,0.026624980800591808
CB-1162,-0.8207829070875987,2019,-0.5508818938097119,CB,2019-03-04,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,1.204008071850502,1.2303275,0.026319415141380365
CB-1161,-0.8213272974649161,2019,-0.6774177771727191,CB,2019-01-14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.4853019625310808,-0.8743466161445822,0.49999999999999994,0.8660254037844387,0.30492122465628907,0.9523775757303974,-0.183847177260362,-0.15761493,0.02623224579616676
EB-1134,1.5745347531089968,2018,1.435849732824422,EB,2018-06-18,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-0.9680771188662041,-0.2506525322587213,1.2246467991473532e-16,-1.0,0.16280701293851715,-0.986657932891657,0.1631166350173539,0.18896894,0.025852306551974402
BX-1013,-0.7941077785990457,2018,-0.6223096261006057,BX,2018-03-05,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,0.1631166350173539,0.18778552,0.02466888613228141
DB-1082,-0.3580510863678018,2018,-0.4405079145522599,DB,2018-10-15,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.2993631229733582,-0.9541392564000488,-0.8660254037844386,0.5000000000000001,-0.9611297838723007,0.27609697309746883,-0.530810989538078,-0.55543494,0.02462395270740536
CC-1023,-0.2976237544855695,2019,-0.6201021465154566,CC,2019-03-11,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6513724827222223,-0.758758122692791,1.0,6.123233995736766e-17,0.9398560579418954,0.3415707691678556,-1.22473861409351,-1.2492552,0.024516566265376794
RO-1001,-0.7527341099229227,2018,-0.4207982753991435,RO,2018-08-06,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.9987165071710528,-0.05064916883871264,-0.8660254037844385,-0.5000000000000004,-0.6016240632249227,-0.7987793728863648,1.5509718841282178,1.5270207,0.023951191302900465
EB-1135,0.5946320739376624,2018,1.057424661084587,EB,2018-04-23,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998,0.9175836260593937,-0.39754281428255595,0.857044259572786,0.83344215,0.02360210802630769
HB-1173,-0.6852297031355641,2019,-0.7835344743730979,HB,2019-03-18,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.7907757369376986,-0.6121059825476627,1.0,6.123233995736766e-17,0.9778483415056568,0.20931464596304847,-1.571702426371226,-1.5492668,0.02243561118567916
MB-1034,0.3218924949016409,2019,-0.2436480386909332,MB,2019-04-01,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.39435585511331855,0.9189578116202306,0.8660254037844387,-0.4999999999999998,0.9999166586547379,-0.01291029607500882,-0.877774801815794,-0.8553643,0.02241047915344052
RC-1052,1.138478060877753,2018,1.372227017638162,RC,2018-09-03,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.5712682150947923,0.8207634412072763,-1.0,-1.8369701987210297e-16,-0.888057322629493,-0.4597327394521046,0.51008044729507,0.48795554,0.022124906876445083
RO-1003,-0.6460335959687107,2018,-0.4936451017090618,RO,2018-07-16,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.4853019625310808,-0.8743466161445822,-0.4999999999999997,-0.8660254037844388,-0.2802306751992161,-0.9599326896597445,0.1631166350173539,0.14118169,0.02193494253631295
RC-1057,1.682868438195161,2019,0.3476411359025589,RC,2019-02-11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7907757369376989,-0.6121059825476626,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,-0.877774801815794,-0.8558597,0.02191510495071225
CC-1023,-0.2976237544855695,2018,-0.4055035954163252,CC,2018-04-02,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.39435585511331855,0.9189578116202306,0.8660254037844387,-0.4999999999999998,0.9999166586547379,-0.01291029607500882,-0.530810989538078,-0.50910395,0.02170703569972965
RC-1055,0.0496973062429368,2018,0.1108889503953246,RC,2018-10-22,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.9987165071710528,-0.05064916883871355,-0.8660254037844386,0.5000000000000001,-0.9275416835791965,0.3737197147904692,0.1631166350173539,0.18476279,0.021646155781787024
HB-1171,-0.6580101842696937,2019,-0.3938354890376803,HB,2019-01-07,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9987165071710528,-0.05064916883871264,0.49999999999999994,0.8660254037844387,0.13727877211326478,0.9905324521322229,0.857044259572786,0.835707,0.021337250734132396
RC-1054,1.955063626853865,2019,-0.4011674748026396,RC,2019-04-01,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.20129852008866006,0.9795299412524945,0.8660254037844387,-0.4999999999999998,0.9999907397361901,0.004303538296244289,-1.571702426371226,-1.5928781,0.02117567688499955
